SEF	1.0.0
ID	PARIS_MONTSOURIS
Name	PARIS_MONTSOURIS
Lat	48.8217
Lon	2.3378
Alt	75.0
Source	Meteo-France
Link	
Vbl	mslp
Stat	point
Units	hPa
Meta	PTC=?|PGC=?|MF Station number 75114001|Department 75
Year	Month	Day	Hour	Minute	Period	Value	Meta
1920	1	29	15	0	0	1019.90	 
1920	1	29	18	0	0	1014.60	 
1920	1	29	21	0	0	1017.20	 
1920	1	30	0	0	0	1017.20	 
1920	1	30	3	0	0	1017.20	 
1920	1	30	6	0	0	1017.20	 
1920	1	30	9	0	0	1013.20	 
1920	1	30	12	0	0	1011.90	 
1920	1	30	15	0	0	1017.20	 
1920	1	30	18	0	0	1015.90	 
1920	1	30	21	0	0	1021.20	 
1920	1	31	0	0	0	1031.90	 
1920	1	31	3	0	0	1030.60	 
1920	1	31	6	0	0	1026.60	 
1920	1	31	9	0	0	1025.20	 
1920	1	31	12	0	0	1022.60	 
1920	1	31	15	0	0	1019.90	 
1920	1	31	18	0	0	1015.90	 
1920	1	31	21	0	0	1006.60	 
1920	2	1	0	0	0	1009.30	 
1920	2	1	3	0	0	1015.90	 
1920	2	1	6	0	0	1011.90	 
1920	2	1	9	0	0	1018.60	 
1920	2	1	12	0	0	1025.20	 
1920	2	1	15	0	0	1031.90	 
1920	2	1	18	0	0	1026.60	 
1920	2	1	21	0	0	1022.60	 
1920	2	2	0	0	0	1022.60	 
1920	2	2	3	0	0	1015.90	 
1920	2	2	6	0	0	1007.90	 
1920	2	2	9	0	0	1007.90	 
1920	2	2	12	0	0	1010.60	 
1920	2	2	15	0	0	1015.90	 
1920	2	2	18	0	0	1015.90	 
1920	2	2	21	0	0	1014.60	 
1920	2	3	0	0	0	1014.60	 
1920	2	3	3	0	0	1017.20	 
1920	2	3	6	0	0	1019.90	 
1920	2	3	9	0	0	1026.60	 
1920	2	3	12	0	0	1026.60	 
1920	2	3	15	0	0	1014.60	 
1920	2	3	18	0	0	1013.20	 
1920	2	3	21	0	0	1011.90	 
1920	2	4	0	0	0	1017.20	 
1920	2	4	3	0	0	1015.90	 
1920	2	4	6	0	0	1010.60	 
1920	2	4	9	0	0	1006.60	 
1920	2	4	12	0	0	1009.30	 
1920	2	4	15	0	0	1011.90	 
1920	2	4	18	0	0	1017.20	 
1920	2	4	21	0	0	1022.60	 
1920	2	5	0	0	0	1018.60	 
1920	2	5	3	0	0	1010.60	 
1920	2	5	6	0	0	1019.90	 
1920	2	5	9	0	0	1021.20	 
1920	2	5	12	0	0	1021.20	 
1920	2	5	15	0	0	1019.90	 
1920	2	5	18	0	0	1017.20	 
1920	2	5	21	0	0	1019.90	 
1920	2	6	0	0	0	1014.60	 
1920	2	6	3	0	0	1013.20	 
1920	2	6	6	0	0	1015.90	 
1920	2	6	9	0	0	1009.30	 
1920	2	6	12	0	0	1011.90	 
1920	2	6	15	0	0	1013.20	 
1920	2	6	18	0	0	1021.20	 
1920	2	6	21	0	0	1021.20	 
1920	2	7	0	0	0	1022.60	 
1920	2	7	3	0	0	1018.60	 
1920	2	7	6	0	0	1013.20	 
1920	2	7	9	0	0	1010.60	 
1920	2	7	12	0	0	1013.20	 
1920	2	7	15	0	0	1009.30	 
1920	2	7	18	0	0	1019.90	 
1920	2	7	21	0	0	1023.90	 
1920	2	8	0	0	0	1015.90	 
1920	2	8	3	0	0	1005.30	 
1920	2	8	6	0	0	1005.30	 
1920	2	8	9	0	0	1005.30	 
1920	2	8	12	0	0	1007.90	 
1920	2	8	15	0	0	1010.60	 
1920	2	8	18	0	0	1017.20	 
1920	2	8	21	0	0	1014.60	 
1920	2	9	0	0	0	1010.60	 
1920	2	9	3	0	0	1007.90	 
1920	2	9	6	0	0	1011.90	 
1920	2	9	9	0	0	1015.90	 
1920	2	9	12	0	0	1026.60	 
1920	2	9	15	0	0	1025.20	 
1920	2	9	18	0	0	1022.60	 
1920	2	9	21	0	0	1023.90	 
1920	2	10	0	0	0	1021.20	 
1920	2	10	3	0	0	1018.60	 
1920	2	10	6	0	0	1019.90	 
1920	2	10	9	0	0	1022.60	 
1920	2	10	12	0	0	1018.60	 
1920	2	10	15	0	0	1011.90	 
1920	2	10	18	0	0	1010.60	 
1920	2	10	21	0	0	1007.90	 
1920	2	11	0	0	0	1015.90	 
1920	2	11	3	0	0	1018.60	 
1920	2	11	6	0	0	1013.20	 
1920	2	11	9	0	0	1014.60	 
1920	2	11	12	0	0	1017.20	 
1920	2	11	15	0	0	1010.60	 
1920	2	11	18	0	0	1014.60	 
1920	2	11	21	0	0	1022.60	 
1920	2	12	0	0	0	1025.20	 
1920	2	12	3	0	0	1021.20	 
1920	2	12	6	0	0	1019.90	 
1920	2	12	9	0	0	1022.60	 
1920	2	12	12	0	0	1021.20	 
1920	2	12	15	0	0	1021.20	 
1920	2	12	18	0	0	1029.20	 
1920	2	12	21	0	0	1023.90	 
1920	2	13	0	0	0	1021.20	 
1920	2	13	3	0	0	1014.60	 
1920	2	13	6	0	0	1014.60	 
1920	2	13	9	0	0	1021.20	 
1920	2	13	12	0	0	1021.20	 
1920	2	13	15	0	0	1017.20	 
1920	2	13	18	0	0	1013.20	 
1920	2	13	21	0	0	1021.20	 
1920	2	14	0	0	0	1022.60	 
1920	2	14	3	0	0	1025.20	 
1920	2	14	6	0	0	1026.60	 
1920	2	14	9	0	0	1022.60	 
1920	2	14	12	0	0	1021.20	 
1920	2	14	15	0	0	1025.20	 
1920	2	14	18	0	0	1026.60	 
1920	2	14	21	0	0	1022.60	 
1920	2	15	0	0	0	1017.20	 
1920	2	15	3	0	0	1015.90	 
1920	2	15	6	0	0	1014.60	 
1920	2	15	9	0	0	1019.90	 
1920	2	15	12	0	0	1022.60	 
1920	2	15	15	0	0	1019.90	 
1920	2	15	18	0	0	1018.60	 
1920	2	15	21	0	0	1018.60	 
1920	2	16	0	0	0	1018.60	 
1920	2	16	3	0	0	1021.20	 
1920	2	16	6	0	0	1018.60	 
1920	2	16	9	0	0	1018.60	 
1920	2	16	12	0	0	1019.90	 
1920	2	16	15	0	0	1015.90	 
1920	2	16	18	0	0	1011.90	 
1920	2	16	21	0	0	1019.90	 
1920	2	17	0	0	0	1021.20	 
1920	2	17	3	0	0	1018.60	 
1920	2	17	6	0	0	871.90	 
1920	2	17	9	0	0	1014.60	 
1920	2	17	12	0	0	1017.20	 
1920	2	17	15	0	0	1013.20	 
1920	2	17	18	0	0	1017.20	 
1920	2	17	21	0	0	1021.20	 
1920	2	18	0	0	0	1013.20	 
1920	2	18	3	0	0	1019.90	 
1920	2	18	6	0	0	1014.60	 
1920	2	18	9	0	0	1023.90	 
1920	2	18	12	0	0	1034.60	 
1920	2	18	15	0	0	1033.20	 
1920	2	18	18	0	0	1025.20	 
1920	2	18	21	0	0	1010.60	 
1920	2	19	0	0	0	1017.20	 
1920	2	19	3	0	0	999.90	 
1920	2	19	6	0	0	997.30	 
1920	2	19	9	0	0	990.60	 
1920	2	19	12	0	0	986.60	 
1920	2	19	15	0	0	995.90	 
1920	2	19	18	0	0	1006.60	 
1920	2	19	21	0	0	1011.90	 
1920	2	20	0	0	0	1010.60	 
1920	2	20	3	0	0	1007.90	 
1920	2	20	6	0	0	998.60	 
1920	2	20	9	0	0	1006.60	 
1920	2	20	12	0	0	1005.30	 
1920	2	20	15	0	0	998.60	 
1920	2	20	18	0	0	1010.60	 
1920	2	20	21	0	0	1023.90	 
1920	2	21	0	0	0	1022.60	 
1920	2	21	3	0	0	1007.90	 
1920	2	21	6	0	0	1009.30	 
1920	2	21	9	0	0	1014.60	 
1920	2	21	12	0	0	1014.60	 
1920	2	21	15	0	0	1010.60	 
1920	2	21	18	0	0	1013.20	 
1920	2	21	21	0	0	1015.90	 
1920	2	22	0	0	0	1014.60	 
1920	2	22	3	0	0	1015.90	 
1920	2	22	6	0	0	1015.90	 
1920	2	22	9	0	0	998.60	 
1920	2	22	12	0	0	1003.90	 
1920	2	22	15	0	0	991.90	 
1920	2	22	18	0	0	999.90	 
1920	2	22	21	0	0	985.30	 
1920	2	23	0	0	0	985.30	 
1920	2	23	3	0	0	1013.20	 
1920	2	23	6	0	0	1010.60	 
1920	2	23	9	0	0	1001.30	 
1920	2	23	12	0	0	1025.20	 
1920	2	23	15	0	0	1023.90	 
1920	2	23	18	0	0	1022.60	 
1920	2	23	21	0	0	1022.60	 
1920	2	24	0	0	0	1018.60	 
1920	2	24	3	0	0	1011.90	 
1920	2	24	6	0	0	1009.30	 
1920	2	24	9	0	0	1015.90	 
1920	2	24	12	0	0	1019.90	 
1920	2	24	15	0	0	1018.60	 
1920	2	24	18	0	0	1014.60	 
1920	2	24	21	0	0	1014.60	 
1920	2	25	0	0	0	1015.90	 
1920	2	25	3	0	0	1015.90	 
1920	2	25	6	0	0	1010.60	 
1920	2	25	9	0	0	1007.90	 
1920	2	25	12	0	0	1009.30	 
1920	2	25	15	0	0	1007.90	 
1920	2	25	18	0	0	1007.90	 
1920	2	25	21	0	0	1009.30	 
1920	2	26	0	0	0	1009.30	 
1920	2	26	3	0	0	1013.20	 
1920	2	26	6	0	0	1025.20	 
1920	2	26	9	0	0	1027.90	 
1920	2	26	12	0	0	1027.90	 
1920	2	26	15	0	0	1027.90	 
1920	2	26	18	0	0	1021.20	 
1920	2	26	21	0	0	1021.20	 
1920	2	27	0	0	0	1023.90	 
1920	2	27	3	0	0	1022.60	 
1920	2	27	6	0	0	1022.60	 
1920	2	27	9	0	0	1022.60	 
1920	2	27	12	0	0	1018.60	 
1920	2	27	15	0	0	1017.20	 
1920	2	27	18	0	0	1011.90	 
1920	2	27	21	0	0	1015.90	 
1920	2	28	0	0	0	1019.90	 
1920	2	28	3	0	0	1018.60	 
1920	2	28	6	0	0	1026.60	 
1920	2	28	9	0	0	1031.90	 
1920	2	28	12	0	0	1030.60	 
1920	2	28	15	0	0	1033.20	 
1920	2	28	18	0	0	1031.90	 
1920	2	28	21	0	0	1034.60	 
1920	2	29	0	0	0	1033.20	 
1920	2	29	3	0	0	1029.20	 
1920	2	29	6	0	0	1026.60	 
1920	2	29	9	0	0	1023.90	 
1920	2	29	12	0	0	1022.60	 
1920	2	29	15	0	0	1023.90	 
1920	2	29	18	0	0	1025.20	 
1920	2	29	21	0	0	1027.90	 
1920	3	1	0	0	0	1029.20	 
1920	3	1	3	0	0	1021.20	 
1920	3	1	6	0	0	1014.60	 
1920	3	1	9	0	0	1014.60	 
1920	3	1	12	0	0	1022.60	 
1920	3	1	15	0	0	1023.90	 
1920	3	1	18	0	0	1025.20	 
1920	3	1	21	0	0	1019.90	 
1920	3	2	0	0	0	1022.60	 
1920	3	2	3	0	0	1031.90	 
1920	3	2	6	0	0	1035.90	 
1920	3	2	9	0	0	1031.90	 
1920	3	2	12	0	0	1025.20	 
1920	3	2	15	0	0	1029.20	 
1920	3	2	18	0	0	1021.20	 
1920	3	2	21	0	0	1011.90	 
1920	3	3	0	0	0	1015.90	 
1920	3	3	3	0	0	1035.90	 
1920	3	3	6	0	0	1038.60	 
1920	3	3	9	0	0	1034.60	 
1920	3	3	12	0	0	1031.90	 
1920	3	3	15	0	0	1031.90	 
1920	3	3	18	0	0	1026.60	 
1920	3	3	21	0	0	1027.90	 
1920	3	4	0	0	0	1031.90	 
1920	3	4	3	0	0	1034.60	 
1920	3	4	6	0	0	1027.90	 
1920	3	4	9	0	0	1023.90	 
1920	3	4	12	0	0	1030.60	 
1920	3	4	15	0	0	1017.20	 
1920	3	4	18	0	0	1010.60	 
1920	3	4	21	0	0	1006.60	 
1920	3	5	0	0	0	1003.90	 
1920	3	5	3	0	0	1009.30	 
1920	3	5	6	0	0	1011.90	 
1920	3	5	9	0	0	1013.20	 
1920	3	5	12	0	0	1014.60	 
1920	3	5	15	0	0	1013.20	 
1920	3	5	18	0	0	1009.30	 
1920	3	5	21	0	0	1009.30	 
1920	3	6	0	0	0	1011.90	 
1920	3	6	3	0	0	1015.90	 
1920	3	6	6	0	0	1015.90	 
1920	3	6	9	0	0	1010.60	 
1920	3	6	12	0	0	1002.60	 
1920	3	6	15	0	0	1006.60	 
1920	3	6	18	0	0	1019.90	 
1920	3	6	21	0	0	1019.90	 
1920	3	7	0	0	0	1014.60	 
1920	3	7	3	0	0	1021.20	 
1920	3	7	6	0	0	1017.20	 
1920	3	7	9	0	0	1006.60	 
1920	3	7	12	0	0	1005.30	 
1920	3	7	15	0	0	1017.20	 
1920	3	7	18	0	0	1017.20	 
1920	3	7	21	0	0	1010.60	 
1920	3	8	0	0	0	1018.60	 
1920	3	8	3	0	0	1017.20	 
1920	3	8	6	0	0	1013.20	 
1920	3	8	9	0	0	1015.90	 
1920	3	8	12	0	0	1011.90	 
1920	3	8	15	0	0	1011.90	 
1920	3	8	18	0	0	1014.60	 
1920	3	8	21	0	0	985.30	 
1920	3	9	0	0	0	983.90	 
1920	3	9	3	0	0	991.90	 
1920	3	9	6	0	0	982.60	 
1920	3	9	9	0	0	1003.90	 
1920	3	9	12	0	0	1010.60	 
1920	3	9	15	0	0	1005.30	 
1920	3	9	18	0	0	1010.60	 
1920	3	9	21	0	0	1007.90	 
1920	3	10	0	0	0	1014.60	 
1920	3	10	3	0	0	1014.60	 
1920	3	10	6	0	0	1015.90	 
1920	3	10	9	0	0	1014.60	 
1920	3	10	12	0	0	1006.60	 
1920	3	10	15	0	0	1011.90	 
1920	3	10	18	0	0	1006.60	 
1920	3	10	21	0	0	999.90	 
1920	3	11	0	0	0	998.60	 
1920	3	11	3	0	0	997.30	 
1920	3	11	6	0	0	993.30	 
1920	3	11	9	0	0	999.90	 
1920	3	11	12	0	0	1007.90	 
1920	3	11	15	0	0	1003.90	 
1920	3	11	18	0	0	1005.30	 
1920	3	11	21	0	0	1011.90	 
1920	3	12	0	0	0	1022.60	 
1920	3	12	3	0	0	1031.90	 
1920	3	12	6	0	0	1033.20	 
1920	3	12	9	0	0	1026.60	 
1920	3	12	12	0	0	1025.20	 
1920	3	12	15	0	0	1019.90	 
1920	3	12	18	0	0	1019.90	 
1920	3	12	21	0	0	1011.90	 
1920	3	13	0	0	0	1009.30	 
1920	3	13	3	0	0	1013.20	 
1920	3	13	6	0	0	1014.60	 
1920	3	13	9	0	0	1005.30	 
1920	3	13	12	0	0	1017.20	 
1920	3	13	15	0	0	1013.20	 
1920	3	13	18	0	0	1006.60	 
1920	3	13	21	0	0	995.90	 
1920	3	14	0	0	0	989.30	 
1920	3	14	3	0	0	999.90	 
1920	3	14	6	0	0	1007.90	 
1920	3	14	9	0	0	1011.90	 
1920	3	14	12	0	0	1018.60	 
1920	3	14	15	0	0	1019.90	 
1920	3	14	18	0	0	1023.90	 
1920	3	14	21	0	0	1025.20	 
1920	3	15	0	0	0	1018.60	 
1920	3	15	3	0	0	1017.20	 
1920	3	15	6	0	0	1005.30	 
1920	3	15	9	0	0	1005.30	 
1920	3	15	12	0	0	1007.90	 
1920	3	15	15	0	0	1018.60	 
1920	3	15	18	0	0	1022.60	 
1920	3	15	21	0	0	1030.60	 
1920	3	16	0	0	0	1026.60	 
1920	3	16	3	0	0	1021.20	 
1920	3	16	6	0	0	1019.90	 
1920	3	16	9	0	0	1022.60	 
1920	3	16	12	0	0	1018.60	 
1920	3	16	15	0	0	1018.60	 
1920	3	16	18	0	0	1015.90	 
1920	3	16	21	0	0	1015.90	 
1920	3	17	0	0	0	1019.90	 
1920	3	17	3	0	0	1018.60	 
1920	3	17	6	0	0	1015.90	 
1920	3	17	9	0	0	1015.90	 
1920	3	17	12	0	0	1015.90	 
1920	3	17	15	0	0	1017.20	 
1920	3	17	18	0	0	1018.60	 
1920	3	17	21	0	0	1022.60	 
1920	3	18	0	0	0	1022.60	 
1920	3	18	3	0	0	1014.60	 
1920	3	18	6	0	0	1015.90	 
1920	3	18	9	0	0	1009.30	 
1920	3	18	12	0	0	1007.90	 
1920	3	18	15	0	0	1011.90	 
1920	3	18	18	0	0	1013.20	 
1920	3	18	21	0	0	1023.90	 
1920	3	19	0	0	0	1025.20	 
1920	3	19	3	0	0	1021.20	 
1920	3	19	6	0	0	1018.60	 
1920	3	19	9	0	0	1023.90	 
1920	3	19	12	0	0	1017.20	 
1920	3	19	15	0	0	1014.60	 
1920	3	19	18	0	0	1017.20	 
1920	3	19	21	0	0	1019.90	 
1920	3	20	0	0	0	1019.90	 
1920	3	20	3	0	0	1018.60	 
1920	3	20	6	0	0	1014.60	 
1920	3	20	9	0	0	1005.30	 
1920	3	20	12	0	0	1013.20	 
1920	3	20	15	0	0	1017.20	 
1920	3	20	18	0	0	1018.60	 
1920	3	20	21	0	0	1018.60	 
1920	3	21	0	0	0	1019.90	 
1920	3	21	3	0	0	1015.90	 
1920	3	21	6	0	0	1013.20	 
1920	3	21	9	0	0	1019.90	 
1920	3	21	12	0	0	1019.90	 
1920	3	21	15	0	0	1022.60	 
1920	3	21	18	0	0	1017.20	 
1920	3	21	21	0	0	1011.90	 
1920	3	22	0	0	0	1015.90	 
1920	3	22	3	0	0	1015.90	 
1920	3	22	6	0	0	1011.90	 
1920	3	22	9	0	0	1007.90	 
1920	3	22	12	0	0	1009.30	 
1920	3	22	15	0	0	1018.60	 
1920	3	22	18	0	0	1019.90	 
1920	3	22	21	0	0	1014.60	 
1920	3	23	0	0	0	1014.60	 
1920	3	23	3	0	0	1018.60	 
1920	3	23	6	0	0	1019.90	 
1920	3	23	9	0	0	1021.20	 
1920	3	23	12	0	0	1022.60	 
1920	3	23	15	0	0	1018.60	 
1920	3	23	18	0	0	1018.60	 
1920	3	23	21	0	0	1015.90	 
1920	3	24	0	0	0	1013.20	 
1920	3	24	3	0	0	1021.20	 
1920	3	24	6	0	0	1019.90	 
1920	3	24	9	0	0	1025.20	 
1920	3	24	12	0	0	1029.20	 
1920	3	24	15	0	0	1030.60	 
1920	3	24	18	0	0	1027.90	 
1920	3	24	21	0	0	1029.20	 
1920	3	25	0	0	0	1026.60	 
1920	3	25	3	0	0	1023.90	 
1920	3	25	6	0	0	1022.60	 
1920	3	25	9	0	0	1018.60	 
1920	3	25	12	0	0	1023.90	 
1920	3	25	15	0	0	1022.60	 
1920	3	25	18	0	0	1018.60	 
1920	3	25	21	0	0	1011.90	 
1920	3	26	0	0	0	1014.60	 
1920	3	26	3	0	0	1019.90	 
1920	3	26	6	0	0	1021.20	 
1920	3	26	9	0	0	1017.20	 
1920	3	26	12	0	0	1010.60	 
1920	3	26	15	0	0	1018.60	 
1920	3	26	18	0	0	1021.20	 
1920	3	26	21	0	0	1010.60	 
1920	3	27	0	0	0	1022.60	 
1920	3	27	3	0	0	1021.20	 
1920	3	27	6	0	0	1010.60	 
1920	3	27	9	0	0	1022.60	 
1920	3	27	12	0	0	1022.60	 
1920	3	27	15	0	0	1027.90	 
1920	3	27	18	0	0	1026.60	 
1920	3	27	21	0	0	1022.60	 
1920	3	28	0	0	0	1018.60	 
1920	3	28	3	0	0	1022.60	 
1920	3	28	6	0	0	1025.20	 
1920	3	28	9	0	0	1021.20	 
1920	3	28	12	0	0	1014.60	 
1920	3	28	15	0	0	1015.90	 
1920	3	28	18	0	0	1015.90	 
1920	3	28	21	0	0	1015.90	 
1920	3	29	0	0	0	1013.20	 
1920	3	29	3	0	0	1014.60	 
1920	3	29	6	0	0	1013.20	 
1920	3	29	9	0	0	1013.20	 
1920	3	29	12	0	0	1013.20	 
1920	3	29	15	0	0	1014.60	 
1920	3	29	18	0	0	1010.60	 
1920	3	29	21	0	0	1009.30	 
1920	3	30	0	0	0	1011.90	 
1920	3	30	3	0	0	1018.60	 
1920	3	30	6	0	0	1010.60	 
1920	3	30	9	0	0	1019.90	 
1920	3	30	12	0	0	1013.20	 
1920	3	30	15	0	0	1013.20	 
1920	3	30	18	0	0	998.60	 
